TargetID	ProbeID	200729890044_A.AVG_Signal	200729890044_A.Detection Pval	200729890044_B.AVG_Signal	200729890044_B.Detection Pval	200729890044_C.AVG_Signal	200729890044_C.Detection Pval	200729890044_D.AVG_Signal	200729890044_D.Detection Pval	200729890044_E.AVG_Signal	200729890044_E.Detection Pval	200729890044_F.AVG_Signal	200729890044_F.Detection Pval	200729890044_G.AVG_Signal	200729890044_G.Detection Pval	200729890044_H.AVG_Signal	200729890044_H.Detection Pval	200729890044_I.AVG_Signal	200729890044_I.Detection Pval	200729890044_J.AVG_Signal	200729890044_J.Detection Pval	200729890044_K.AVG_Signal	200729890044_K.Detection Pval	200729890044_L.AVG_Signal	200729890044_L.Detection Pval	200796240064_A.AVG_Signal	200796240064_A.Detection Pval	200796240064_B.AVG_Signal	200796240064_B.Detection Pval	200796240064_C.AVG_Signal	200796240064_C.Detection Pval	200796240064_D.AVG_Signal	200796240064_D.Detection Pval	200796240064_E.AVG_Signal	200796240064_E.Detection Pval	200796240064_F.AVG_Signal	200796240064_F.Detection Pval	200796240064_G.AVG_Signal	200796240064_G.Detection Pval	200796240064_H.AVG_Signal	200796240064_H.Detection Pval	200796240064_I.AVG_Signal	200796240064_I.Detection Pval	200796240064_J.AVG_Signal	200796240064_J.Detection Pval	200796240064_K.AVG_Signal	200796240064_K.Detection Pval	200796240064_L.AVG_Signal	200796240064_L.Detection Pval
NEGATIVE	2450735	105,3511	0,6376624	98,33901	0,8545455	118,0056	0,3818182	90,88261	0,9961039	111,0844	0,6935065	108,7599	0,7441558	106,477	0,8	104,9814	0,8662338	109,4236	0,738961	103,5273	0,712987	105,8496	0,8220779	94,83272	0,9610389	94,00272	0,974026	105,0885	0,7662337	110,7269	0,5025974	104,4503	0,9480519	106,384	0,7779221	111,8294	0,8389611	108,9887	0,7896104	100,2347	0,8194805	116,8492	0,7	89,69819	0,9961039	99,44852	0,8714285	105,2095	0,7558442
NEGATIVE	2470239	93,50185	0,9701298	105,7536	0,587013	111,6827	0,6272727	101,4703	0,7818182	110,5662	0,7116883	109,9542	0,6935065	105,9959	0,8181818	113,1679	0,6038961	105,8785	0,8675325	105,6573	0,612987	116,7758	0,361039	103,6539	0,6636364	102,6852	0,7311688	109,2348	0,5857143	112,4412	0,4207792	115,5305	0,5792208	109,4994	0,6558442	110,2379	0,8922078	106,1898	0,8688312	91,62702	0,9779221	113,0427	0,8298701	103,2189	0,7454545	105,1242	0,6467533	109,419	0,5779221
NEGATIVE	2470411	109,2677	0,4714286	110,3141	0,3948052	113,5872	0,5571429	101,2596	0,7896104	114,546	0,5532467	107,8152	0,7675325	112,3485	0,5818182	106,8866	0,8220779	129,1041	0,08831169	114,3092	0,2454545	112,7749	0,5311688	108,2004	0,4220779	119,019	0,09740259	108,127	0,6493506	116,7708	0,2480519	123,9005	0,2584416	112,0147	0,525974	117,3535	0,6324675	112,5499	0,6376624	101,7926	0,7428572	119,9867	0,5506493	118,6464	0,1376623	110,5652	0,3883117	113,2704	0,3961039
NEGATIVE	2470544	111,1721	0,3857143	110,0516	0,412987	116,9555	0,4194805	113,3405	0,2688312	125,5826	0,1688312	149,5129	0,005194805	121,8105	0,2233766	134,9704	0,04025974	123,1029	0,2012987	111,5425	0,3376623	116,4283	0,3753247	106,9511	0,4844156	119,744	0,08831169	127,4381	0,04805195	119,0462	0,1779221	129,7125	0,1220779	139,7692	0,01038961	127,4673	0,2324675	124,1536	0,2	112,9776	0,2415584	138,0017	0,05194805	118,223	0,1467533	115,056	0,2363636	132,0338	0,02207792
NEGATIVE	2470563	105,4025	0,6337662	102,1701	0,7272727	113,4085	0,5636364	104,2941	0,6727273	121,9585	0,2831169	134,0275	0,04155844	109,0405	0,7220779	124,6765	0,1896104	123,0581	0,2025974	112,766	0,2896104	107,1058	0,7857143	103,7901	0,6545454	110,5049	0,3350649	108,2587	0,6402597	105,9694	0,725974	120,7946	0,3571429	118,4494	0,2376623	125,105	0,3285714	127,5968	0,1168831	92,3979	0,9623377	133,0242	0,1220779	109,3759	0,4727273	116,9537	0,1727273	111,9075	0,4688312
NEGATIVE	2470575	97,04494	0,9051948	93,72185	0,9675325	104,3454	0,8844156	92,10828	0,9883117	109,006	0,761039	112,8893	0,5623376	106,7205	0,7961039	111,0273	0,674026	107,1457	0,8233766	104,0406	0,6818182	108,2593	0,7311688	101,3119	0,7779221	100,2964	0,812987	101,9383	0,8714285	95,8008	0,9792208	112,3302	0,7051948	102,4684	0,9038961	120,3828	0,5233766	102,616	0,9467533	99,2175	0,8558441	112,8523	0,8363636	100,5279	0,8415585	101,9049	0,7818182	108,1347	0,6363636
NEGATIVE	2480059	101,8611	0,7792208	104,2803	0,6558442	102,9984	0,9142857	106,4059	0,5662338	116,0419	0,487013	118,856	0,3428572	111,4945	0,6207792	120,2186	0,325974	116,7002	0,4324675	108,7858	0,4584416	116,1388	0,3857143	103,0207	0,6909091	105,2907	0,6090909	103,1634	0,8272727	113,8929	0,3558442	125,1525	0,2233766	118,1703	0,2532468	115,2927	0,7350649	110,825	0,7038961	109,3494	0,3766234	121,6672	0,4779221	110,1554	0,425974	112,6087	0,3090909	109,1339	0,5857143
NEGATIVE	2480093	96,64169	0,9220779	102,9693	0,6961039	103,2511	0,9077922	105,7064	0,6103896	101,9694	0,9285714	98,1435	0,9727273	99,36554	0,9584416	103,3406	0,9064935	106,8193	0,8389611	98,85119	0,8779221	104,8555	0,8506494	99,41762	0,8506494	96,86382	0,9233766	104,7317	0,7831169	111,9397	0,448052	105,3103	0,9363636	113,5757	0,4597403	107,9512	0,9415584	100,195	0,9766234	110,0484	0,3506494	111,248	0,887013	97,88082	0,9168831	100,7048	0,8337662	102,697	0,8350649
NEGATIVE	2490040	114,849	0,2428571	95,87396	0,9233766	108,9339	0,7467533	97,52352	0,8961039	105,4232	0,8597403	113,8464	0,5246753	107,3075	0,774026	112,5461	0,6220779	105,7946	0,8688312	99,42789	0,8584415	111,1057	0,6220779	103,7835	0,6558442	106,2173	0,5649351	105,6062	0,7532467	107,1489	0,6766234	122,269	0,3051948	105,2069	0,812987	110,7611	0,8805195	103,2912	0,9376624	103,0248	0,6701299	116,8622	0,6987013	107,8073	0,548052	101,5538	0,8	99,39883	0,9311689
NEGATIVE	2490286	113,438	0,2935065	116,8399	0,1662338	103,4174	0,9	107,0695	0,5233766	113,2768	0,6077922	116,6115	0,4363636	114,1721	0,5116883	117,302	0,4402598	129,802	0,07272727	103,0607	0,7337663	108,5415	0,7207792	108,7618	0,3961039	102,3094	0,7415584	118,6772	0,225974	101,3351	0,8831169	119,8087	0,3961039	105,2345	0,8116883	129,6835	0,1714286	117,8374	0,4051948	109,4137	0,3727273	113,5623	0,8142857	114,368	0,2571429	100,9372	0,8220779	122,8253	0,1064935
NEGATIVE	2490575	105,675	0,6181818	105,7929	0,5831169	119,8735	0,3051948	125,9939	0,03376623	109,3726	0,7454545	106,3748	0,8103896	118,2846	0,3493507	110,9241	0,6792208	127,0932	0,1116883	107,3336	0,5311688	111,3063	0,6051948	92,24619	0,9857143	111,5343	0,2909091	117,5164	0,2636364	108,618	0,5987013	127,5267	0,1675325	132,5226	0,03506494	121,452	0,4779221	123,5729	0,2103896	108,5607	0,425974	130,7916	0,1727273	111,6909	0,3584416	117,3112	0,1636364	106,952	0,687013
NEGATIVE	2490747	108,4621	0,5103896	114,7751	0,2142857	121,5438	0,2428571	112,5612	0,2922078	127,006	0,1402597	126,0802	0,1493506	118,816	0,3272727	112,3127	0,6272727	118,6083	0,3571429	117,8706	0,1220779	120,8272	0,212987	111,3529	0,2922078	107,411	0,5038961	116,5956	0,2948052	123,1195	0,1051948	113,3937	0,6714286	116,8461	0,2922078	124,1825	0,3597403	121,0504	0,2909091	103,4073	0,6584415	123,062	0,4285714	125,9583	0,03896104	98,24759	0,9064935	131,0902	0,02597403
NEGATIVE	2510170	107,1479	0,5675325	92,34238	0,9831169	107,0167	0,8064935	96,97963	0,9220779	103,8352	0,8935065	111,5637	0,6246753	98,03973	0,9727273	105,4086	0,8545455	102,9257	0,9415584	94,83683	0,9714286	105,9349	0,8194805	93,46824	0,9753247	95,7595	0,9506493	95,18432	0,9831169	95,21996	0,987013	108,09	0,861039	105,2424	0,8103896	117,0311	0,6545454	103,9517	0,9220779	92,89179	0,9584416	114,2401	0,7844156	97,28863	0,9363636	108,5617	0,487013	105,4222	0,7480519
NEGATIVE	2510754	104,0333	0,6935065	99,97491	0,8025974	110,7644	0,674026	92,93036	0,9831169	103,3567	0,9	101,4564	0,9324675	105,3307	0,8415585	116,8748	0,4584416	107,3626	0,812987	98,25853	0,8948052	107,3078	0,7753247	102,2574	0,7350649	106,9022	0,525974	97,76041	0,9545454	102,521	0,851948	109,0519	0,8233766	95,24169	0,9909091	104,0306	0,9883117	103,2349	0,938961	96,1563	0,925974	112,9123	0,8350649	103,6154	0,7272727	98,37107	0,9038961	101,8336	0,8701299
NEGATIVE	2570053	121,6408	0,09740259	109,1452	0,4623377	125,5661	0,1532468	115,2125	0,1987013	116,6654	0,4545455	128,4524	0,1116883	115,5541	0,4675325	114,3702	0,5532467	119,8374	0,3025974	107,6088	0,5194805	116,1801	0,3844156	102,1921	0,7428572	101,9939	0,7571428	109,282	0,5818182	118,7628	0,1883117	118,6824	0,448052	114,2386	0,4337662	123,825	0,3779221	114,8837	0,5428572	109,0264	0,3922078	125,0997	0,3376623	118,9074	0,1272727	102,9215	0,7350649	118,4134	0,2064935
NEGATIVE	2570070	119,5126	0,1220779	101,5539	0,7493507	118,3887	0,3688312	108,0382	0,4805195	124,0674	0,2220779	133,6799	0,04805195	117,3928	0,3831169	113,1675	0,6051948	122,2206	0,2194805	115,689	0,1779221	116,5193	0,3701299	109,3871	0,3623376	110,6265	0,3272727	114,3743	0,374026	113,8281	0,3597403	128,3611	0,151948	110,0242	0,6363636	122,9682	0,4155844	111,1845	0,6896104	113,1621	0,2376623	126,5493	0,2779221	101,744	0,8103896	103,1112	0,7272727	120,2133	0,1649351
NEGATIVE	2600112	113,9716	0,2727273	117,0224	0,161039	150,3517	0,006493506	113,6814	0,2571429	126,1873	0,1584416	120,6521	0,2727273	110,8318	0,6506494	124,3013	0,1987013	121,4472	0,2376623	106,6985	0,5623376	109,4936	0,6779221	110,6908	0,3116883	108,6977	0,4246753	112,8954	0,4246753	124,2152	0,09220779	120,314	0,3766234	108,0274	0,7181818	128,4609	0,2038961	123,4593	0,2142857	121,1948	0,05584415	122,708	0,4402598	117,7945	0,1545455	106,5577	0,5623376	115,0415	0,3428572
NEGATIVE	2600370	118,5843	0,1454545	110,9072	0,3779221	124,5382	0,1753247	113,4465	0,2662338	117,6287	0,4233766	120,205	0,2896104	117,2932	0,387013	119,9884	0,3363636	123,0121	0,2038961	105,7855	0,6077922	125,7789	0,1012987	109,2864	0,3714286	102,0679	0,7532467	116,4203	0,3012987	117,9166	0,2142857	114,9702	0,6025974	107,4274	0,7480519	118,8809	0,5701299	121,5617	0,2701299	106,3696	0,5207792	118,8999	0,6	103,2038	0,7467533	115,726	0,2155844	106,854	0,6909091
NEGATIVE	2630750	103,3773	0,712987	100,63	0,7779221	103,3966	0,9012987	108,1758	0,4727273	125,736	0,1662338	110,4652	0,6688312	111,0969	0,6402597	116,7058	0,4649351	117,0462	0,4116883	109,3646	0,425974	124,176	0,1324675	101,6868	0,7649351	102,2767	0,7441558	102,7009	0,8493506	106,5786	0,7025974	108,7061	0,8350649	117,7533	0,2649351	113,4196	0,7948052	114,4638	0,5584416	105,024	0,5831169	113,6009	0,8103896	100,4537	0,8441558	109,1241	0,4584416	109,4582	0,5766234
NEGATIVE	2640021	118,0978	0,1532468	110,4985	0,387013	120,8512	0,2714286	135,1997	0,01298701	122,7245	0,2636364	109,1429	0,725974	128,8642	0,0948052	119,8814	0,3402597	123,6694	0,1857143	107,3339	0,5298702	105,4139	0,8376623	120,9444	0,06883117	108,4714	0,4428571	125,3608	0,06753246	126,6638	0,05064935	134,4557	0,05974026	124,9891	0,1090909	120,7577	0,5116883	130,7787	0,07402597	120,3788	0,06363636	130,2937	0,1844156	114,2513	0,2623377	102,2208	0,7623377	126,5197	0,04805195
NEGATIVE	2650397	108,9931	0,4805195	105,3044	0,6103896	113,193	0,5714286	116,4409	0,1727273	137,307	0,02987013	133,1684	0,06103896	112,5568	0,5688311	123,3729	0,2194805	119,701	0,3064935	110,0059	0,3987013	125,2133	0,1155844	105,6736	0,548052	104,5381	0,6441559	107,9957	0,6571429	120,5857	0,1493506	119,9971	0,3896104	122,0065	0,1571429	129,8437	0,1662338	117,4843	0,4285714	107,8299	0,4571429	127,2756	0,2532468	112,5456	0,3272727	113,9181	0,2662338	111,9515	0,4662338
NEGATIVE	2650563	131,1519	0,02207792	104,8637	0,6285715	139,4476	0,02727273	121,6758	0,05974026	124,6038	0,1948052	137,2285	0,02857143	127,8261	0,1012987	130,6235	0,08701298	124,3424	0,1649351	126,7032	0,02857143	133,3567	0,02337662	110,6223	0,3142857	122,6219	0,05324675	124,8566	0,07402597	126,5234	0,05324675	125,0814	0,2272727	115,9082	0,3519481	131,0072	0,1415584	127,3369	0,1207792	127,237	0,02337662	154,2712	0,006493506	132,1291	0,01038961	121,4147	0,06883117	120,4948	0,1558442
NEGATIVE	2680228	96,10659	0,9376624	95,39616	0,9298701	109,6198	0,7207792	101,6123	0,7805195	100,5322	0,9467533	111,0099	0,6532468	107,1706	0,7805195	100,4655	0,9610389	104,5458	0,9	98,89709	0,874026	105,7428	0,825974	97,03773	0,9233766	103,1035	0,7077922	100,7644	0,9103896	101,3807	0,8818182	114,0625	0,6402597	104,024	0,8545455	107,7527	0,9454545	100,9919	0,9675325	100,7357	0,7909091	102,8277	0,9883117	95,61413	0,9688312	95,6595	0,9571428	99,81862	0,9233766
NEGATIVE	2680239	99,27106	0,861039	101,5825	0,7467533	107,0715	0,8051948	94,05564	0,9727273	112,9553	0,625974	102,9154	0,8935065	104,4915	0,8727273	103,4284	0,9025974	103,4915	0,9285714	98,50687	0,887013	108,0417	0,7402598	105,7051	0,5467532	103,8534	0,674026	107,0362	0,7064935	101,1606	0,8883117	108,9675	0,825974	108,1754	0,7103896	111,5154	0,8545455	107,9301	0,8194805	103,5794	0,6545454	109,545	0,9324675	98,39247	0,9038961	100,3297	0,8454546	101,0702	0,8896104
NEGATIVE	2680326	107,814	0,5389611	108,8477	0,4727273	112,6809	0,5922078	94,66081	0,9662338	126,336	0,1558442	115,0163	0,4883117	113,8244	0,5272727	108,1896	0,7727273	108,3532	0,7714286	101,5092	0,7987013	103,5679	0,8935065	102,4112	0,7233766	105,8147	0,5792208	113,2406	0,412987	115,6884	0,2818182	142,2907	0,01818182	110,9286	0,5909091	109,6023	0,9051948	117,8289	0,4064935	97,14906	0,9064935	117,2434	0,6792208	102,6522	0,7714286	98,15068	0,9116883	116,7001	0,2701299
NEGATIVE	2680364	108,292	0,5155844	104,8821	0,6272727	119,8489	0,3064935	110,9425	0,3532467	120,6988	0,3181818	110,0183	0,6909091	110,3355	0,6688312	121,8395	0,2649351	116,5765	0,4376623	111,077	0,3584416	118,6357	0,2792208	109,4719	0,3571429	108,7036	0,4233766	115,3313	0,3324675	109,6859	0,5519481	124,425	0,2415584	116,9493	0,2883117	128,5403	0,2	123,0003	0,2298701	106,6545	0,5051948	142,1223	0,03116883	113,3975	0,2974026	106,5557	0,5636364	108,5361	0,6207792
NEGATIVE	2690195	118,7922	0,138961	111,8672	0,3337662	121,2891	0,2558441	114,1295	0,2402597	117,0788	0,4350649	104,9791	0,851948	116,9492	0,4012987	113,6085	0,5961039	112,4967	0,6051948	109,0523	0,4428571	112,0622	0,5675325	120,6161	0,07662338	111,8111	0,2753247	111,8954	0,4714286	121,1675	0,1376623	119,9852	0,3909091	114,8678	0,4116883	117,092	0,6493506	106,4025	0,8623376	106,5909	0,5116883	126,4995	0,2818182	124,8105	0,04675325	104,5072	0,6688312	106,1389	0,7181818
NEGATIVE	2710437	117,8567	0,1597403	108,0577	0,4844156	110,2278	0,6922078	109,6017	0,4077922	122,4728	0,2701299	107,37	0,7818182	115,0778	0,4831169	114,6872	0,5454546	109,9392	0,7168831	110,3321	0,3883117	110,7562	0,6337662	104,6418	0,6155844	108,2167	0,4597403	108,2449	0,6415585	103,7171	0,8116883	118,0356	0,4688312	116,6705	0,2974026	123,9017	0,374026	106,574	0,8571429	121,383	0,04935065	126,914	0,2675325	102,6138	0,774026	104,9962	0,6532468	108,0926	0,6376624
NEGATIVE	2750110	129,3932	0,03116883	102,4159	0,7181818	112,3241	0,5974026	106,0933	0,5831169	108,3917	0,7714286	110,272	0,6779221	111,2999	0,6285715	125,3494	0,1753247	125,7413	0,1337662	109,2412	0,4311688	121,1817	0,2025974	110,9698	0,3	108,105	0,4675325	121,0804	0,151948	117,3259	0,2285714	115,6306	0,5714286	103,851	0,8584415	122,1871	0,4493507	121,1461	0,2857143	101,2681	0,7675325	120,5619	0,5220779	111,4273	0,3636364	107,283	0,5337662	116,011	0,3038961
NEGATIVE	2750338	101,6257	0,7844156	104,4025	0,6467533	117,625	0,3909091	108,3884	0,4623377	116,2188	0,4766234	119,5471	0,3181818	112,4377	0,5779221	120,9188	0,2922078	112,5019	0,6038961	103,4486	0,7155844	114,005	0,4727273	113,2827	0,2337662	111,0046	0,3051948	113,051	0,4194805	111,7303	0,4662338	119,3204	0,4194805	108,4025	0,7051948	118,4347	0,5922078	115,7385	0,4974026	100,7243	0,7922078	118,3585	0,6311688	119,6389	0,1090909	103,1472	0,725974	110,859	0,5155844
NEGATIVE	2750379	92,69959	0,9779221	99,18463	0,8285714	100,6478	0,9493507	91,61005	0,9896104	90,97388	1	96,86318	0,9844156	112,7771	0,5597402	114,4559	0,5506493	111,184	0,6506494	88,57557	0,9974026	101,2033	0,938961	101,7277	0,7636364	97,15752	0,9155844	111,4565	0,4922078	105,7301	0,7428572	113,8173	0,6493506	100,3547	0,9454545	122,9583	0,4168831	115,485	0,5155844	97,02735	0,9077922	115,8262	0,7402598	98,05044	0,9103896	99,18819	0,8805195	101,8686	0,8688312
NEGATIVE	2750537	104,1151	0,6909091	102,9635	0,6974026	108,2172	0,7727273	90,92539	0,9948052	120,0264	0,3402597	111,2567	0,635065	110,8534	0,6493506	105,6427	0,848052	105,7189	0,8727273	109,447	0,4220779	118,4883	0,2883117	102,7995	0,7038961	107,7108	0,4896104	105,1734	0,7636364	108,1447	0,6298701	114,3648	0,6220779	112,0467	0,5233766	119,9551	0,5337662	107,6017	0,8285714	98,24008	0,8792208	111,1594	0,8948052	110,1145	0,4285714	105,8425	0,6012987	102,0534	0,8597403
NEGATIVE	2750687	100,6119	0,8233766	89,77251	0,9922078	106,7716	0,8142857	101,6575	0,7792208	103,0282	0,9116883	109,0785	0,7324675	111,7992	0,6090909	105,3403	0,8597403	111,5005	0,6428571	100,0739	0,8363636	99,7077	0,9753247	101,1987	0,7831169	97,55492	0,9025974	105,0359	0,7701299	108,0027	0,6324675	118,0509	0,4675325	107,7698	0,7337663	115,174	0,7415584	109,7423	0,7584416	99,68587	0,8415585	118,9304	0,5948052	105,1065	0,6844156	93,57784	0,9792208	107,3512	0,6714286
NEGATIVE	2760619	113,6872	0,287013	111,985	0,3285714	108,3841	0,7675325	109,9527	0,3909091	114,8439	0,5363637	104,4958	0,861039	114,4359	0,5064935	118,1214	0,4116883	119,788	0,3038961	98,40414	0,8883117	105,2231	0,8415585	98,87897	0,8688312	104,8673	0,625974	105,1436	0,7649351	107,8694	0,6441559	115,5051	0,5818182	109,4476	0,6571429	118,9369	0,5662338	121,4845	0,2727273	108,3855	0,4350649	123,5337	0,4051948	106,6582	0,5857143	102,3946	0,7558442	107,3506	0,6727273
NEGATIVE	2760707	101,8814	0,7779221	107,961	0,4935065	122,1047	0,2246753	111,8279	0,3194805	124,5113	0,1974026	113,7072	0,5311688	109,2052	0,7168831	115,1613	0,5285714	111,445	0,6441559	108,858	0,4545455	111,6015	0,5961039	117,2369	0,125974	107,2268	0,5142857	108,1472	0,648052	120,0211	0,1558442	114,2469	0,6298701	106,2284	0,7844156	130,1668	0,1584416	122,4868	0,2441558	114,16	0,2025974	123,099	0,425974	121,4536	0,08311688	112,4383	0,3181818	106,3254	0,7090909
NEGATIVE	2810020	119,2275	0,125974	112,9231	0,2818182	111,4314	0,6402597	102,7946	0,7220779	116,763	0,4506494	118,0653	0,3753247	121,2392	0,2454545	109,3684	0,725974	108,4458	0,7688312	103,5557	0,7116883	119,5267	0,2493507	111,8252	0,2818182	106,28	0,5558441	107,9487	0,6597403	94,54018	0,9909091	114,3443	0,6233766	120,516	0,1896104	108,1863	0,9337662	117,7098	0,4142857	101,1802	0,7701299	118,0031	0,6467533	107,2748	0,5701299	101,269	0,8077922	101,9552	0,8623376
NEGATIVE	2810424	108,4668	0,5090909	112,3398	0,3155844	117,3537	0,3987013	104,7213	0,6441559	112,6809	0,638961	114,4522	0,5090909	123,3868	0,1844156	113,9398	0,5792208	122,5143	0,2116883	107,8029	0,5142857	106,9409	0,7948052	112,824	0,2467532	113,1301	0,2220779	110,9545	0,5103896	109,5218	0,5597402	127,2701	0,1714286	105,6087	0,7974026	119,5681	0,5441558	117,6438	0,4194805	108,9948	0,3974026	118,6075	0,6155844	118,9981	0,1246753	112,3936	0,3207792	115,1545	0,3376623
NEGATIVE	2810435	112,6857	0,3233766	106,1452	0,5623376	116,5204	0,4337662	99,40221	0,8493506	120,5869	0,3246753	121,4415	0,2519481	126,069	0,1324675	133,2532	0,05324675	133,2711	0,04285714	109,1628	0,4376623	116,6753	0,3649351	113,1362	0,2376623	104,6575	0,638961	129,3503	0,03116883	116,2334	0,2636364	125,3482	0,2168831	105,0879	0,8168831	131,4507	0,1272727	123,2037	0,2194805	117,69	0,1025974	138,3255	0,04675325	116,5057	0,187013	113,4749	0,2844156	112,8677	0,4168831
NEGATIVE	2850156	112,7877	0,3194805	126,8522	0,02857143	132,8206	0,05974026	116,8465	0,161039	119,4946	0,3636364	97,02373	0,9831169	121,5865	0,2311688	114,605	0,5467532	113,0891	0,5844156	101,7061	0,7844156	111,7898	0,5857143	117,083	0,1298701	116,4561	0,1415584	110,39	0,5363637	102,2302	0,8636364	123,5771	0,2662338	103,4522	0,8662338	123,4105	0,4064935	114,5628	0,5545455	108,7868	0,4103896	121,19	0,4974026	101,4379	0,8181818	106,5246	0,5675325	110,7998	0,5233766
NEGATIVE	2850369	105,1197	0,6506494	105,8423	0,574026	121,0472	0,2649351	110,1654	0,3857143	124,1261	0,2194805	112,6055	0,5766234	114,2034	0,5090909	109,4659	0,7246753	119,6214	0,3155844	109,0286	0,4454545	110,3361	0,6506494	115,4067	0,1584416	105,7024	0,587013	122,6185	0,1155844	111,385	0,4779221	124,831	0,2363636	119,3489	0,212987	125,2441	0,3181818	123,5768	0,2090909	100,8143	0,7883117	120,3813	0,5285714	111,8693	0,3545454	127,7663	0,02467532	116,1476	0,2948052
NEGATIVE	2900131	109,7086	0,4545455	99,05735	0,8337662	103,0957	0,9116883	99,68874	0,8376623	112,1665	0,6506494	119,0851	0,3311688	112,8951	0,5532467	130,9566	0,07662338	121,3853	0,2428571	95,57011	0,9571428	115,7837	0,4025974	100,8285	0,7948052	96,20302	0,9402598	110,6818	0,5233766	110,1203	0,5285714	115,7848	0,5636364	105,8065	0,7935065	123,5204	0,3987013	114,8866	0,5415584	104,4749	0,6	132,0039	0,1428571	119,5481	0,1103896	116,002	0,2090909	109,8572	0,5571429
NEGATIVE	2900273	111,3814	0,374026	111,3413	0,3636364	132,8274	0,05844156	104,1423	0,6792208	129,5639	0,1	113,724	0,5298702	123,8465	0,1701299	126,5345	0,1467533	114,6647	0,5168831	112,1323	0,3090909	110,7502	0,635065	113,5585	0,2220779	97,74349	0,9	113,8582	0,3857143	113,7884	0,3636364	132,5077	0,08571429	114,7536	0,4142857	131,1615	0,138961	131,0598	0,06883117	103,6533	0,6493506	124,0083	0,3779221	109,4576	0,4597403	113,3659	0,2896104	122,8799	0,1012987
NEGATIVE	2900484	116,6524	0,1831169	118	0,138961	120,3025	0,287013	114,499	0,2220779	137,0787	0,03376623	109,0462	0,7363636	118,7353	0,3311688	118,5834	0,3961039	115,1364	0,4922078	117,2564	0,1324675	118,6208	0,2818182	107,3473	0,4597403	105,7862	0,5805195	119,5051	0,1974026	110,1529	0,5246753	123,3124	0,2688312	107,3281	0,7545455	120,2928	0,5285714	122,4533	0,2467532	110,4832	0,3376623	121,1136	0,5	110,4775	0,4077922	127,1177	0,02857143	124,938	0,06363636
NEGATIVE	2900575	96,17383	0,9350649	94,47511	0,951948	106,7575	0,8155844	103,0017	0,7181818	96,18534	0,9909091	105,6714	0,8298701	105,3524	0,8402597	101,3039	0,9454545	95,92583	0,9974026	96,19865	0,9454545	103,8338	0,887013	92,40206	0,9831169	103,7532	0,6792208	97,80576	0,9532468	95,32996	0,9831169	108,1585	0,8571429	98,37165	0,974026	106,1244	0,9649351	114,089	0,5714286	96,0481	0,9298701	104,479	0,9805195	84,91048	0,9987013	87,84895	1	98,54431	0,9402598
NEGATIVE	2900767	98,67316	0,8701299	106,549	0,5402597	112,687	0,5909091	117,3915	0,1454545	116,6503	0,4571429	111,8223	0,6116883	112,0646	0,6	119,0124	0,3753247	118,5629	0,3597403	99,75739	0,8467532	118,8741	0,2701299	106,5326	0,5038961	108,1681	0,4649351	115,3602	0,3311688	113,2269	0,3818182	109,1613	0,8155844	105,1159	0,8155844	121,3031	0,487013	116,2046	0,4766234	100,6411	0,7961039	133,0491	0,1207792	110,2294	0,4194805	120,7326	0,08181818	118,3183	0,212987
NEGATIVE	2940241	105,2186	0,6428571	109,5033	0,4428571	118,5302	0,3571429	110,7219	0,3636364	117,0816	0,4337662	114,7858	0,4987013	114,1679	0,5142857	125,2163	0,1766234	111,1194	0,6558442	112,0251	0,3142857	117,1734	0,3363636	107,2005	0,4701299	104,6103	0,6402597	112,3843	0,451948	104,3593	0,7948052	108,8696	0,8324676	114,2486	0,4324675	117,5996	0,6207792	115,5587	0,5103896	100,0001	0,8311688	121,1073	0,5012987	102,3444	0,7857143	103,1008	0,7285714	102,5033	0,8415585
NEGATIVE	2940523	106,0405	0,6090909	107,6387	0,5025974	115,2327	0,4883117	123,288	0,04415584	126,8222	0,1441558	118,0993	0,3727273	113,3145	0,5402597	123,4409	0,2168831	118,3908	0,3662338	115,6371	0,1805195	114,4049	0,4532467	98,80654	0,874026	114,8924	0,174026	111,1254	0,5051948	106,3445	0,7103896	120,1343	0,3844156	111,3119	0,5675325	115,8451	0,7116883	103,5299	0,9285714	97,53187	0,8987013	126,3871	0,2844156	99,5627	0,874026	103,3087	0,7168831	98,98989	0,9376624
NEGATIVE	2970035	114,6689	0,2506494	97,42231	0,8818182	106,737	0,8168831	116,6902	0,1675325	123,7948	0,2311688	112,2529	0,5974026	117,5943	0,374026	116,7744	0,4623377	115,6068	0,4753247	96,62344	0,9337662	116,2972	0,3779221	105,6133	0,5532467	118,3258	0,1064935	114,0852	0,3779221	120,1461	0,1545455	119,9976	0,3883117	109,1411	0,6636364	134,6163	0,08051948	100,8253	0,9701298	100,4824	0,8077922	104,2867	0,9831169	107,164	0,5727273	104,1001	0,6857143	107,6274	0,6597403
NEGATIVE	2970438	109,4396	0,4662338	117,3944	0,151948	110,4498	0,6831169	106,7103	0,5441558	114,3732	0,561039	107,5115	0,774026	105,1557	0,848052	133,3301	0,05194805	116,4984	0,4415585	107,4473	0,525974	115,233	0,4155844	107,9777	0,4350649	114,5994	0,1883117	107,7178	0,6714286	110,2123	0,5233766	110,9244	0,7584416	111,0369	0,5857143	112,5107	0,8220779	131,1585	0,06623377	109,5964	0,3649351	116,1228	0,7272727	102,5946	0,7779221	114,5497	0,2480519	111,088	0,5077922
