TargetID	ProbeID	200729890044_A.AVG_Signal	200729890044_A.Detection Pval	200729890044_B.AVG_Signal	200729890044_B.Detection Pval	200729890044_C.AVG_Signal	200729890044_C.Detection Pval	200729890044_D.AVG_Signal	200729890044_D.Detection Pval	200729890044_E.AVG_Signal	200729890044_E.Detection Pval	200729890044_F.AVG_Signal	200729890044_F.Detection Pval	200729890044_G.AVG_Signal	200729890044_G.Detection Pval	200729890044_H.AVG_Signal	200729890044_H.Detection Pval	200729890044_I.AVG_Signal	200729890044_I.Detection Pval	200729890044_J.AVG_Signal	200729890044_J.Detection Pval	200729890044_K.AVG_Signal	200729890044_K.Detection Pval	200729890044_L.AVG_Signal	200729890044_L.Detection Pval	200796240064_A.AVG_Signal	200796240064_A.Detection Pval	200796240064_B.AVG_Signal	200796240064_B.Detection Pval	200796240064_C.AVG_Signal	200796240064_C.Detection Pval	200796240064_D.AVG_Signal	200796240064_D.Detection Pval	200796240064_E.AVG_Signal	200796240064_E.Detection Pval	200796240064_F.AVG_Signal	200796240064_F.Detection Pval	200796240064_G.AVG_Signal	200796240064_G.Detection Pval	200796240064_H.AVG_Signal	200796240064_H.Detection Pval	200796240064_I.AVG_Signal	200796240064_I.Detection Pval	200796240064_J.AVG_Signal	200796240064_J.Detection Pval	200796240064_K.AVG_Signal	200796240064_K.Detection Pval	200796240064_L.AVG_Signal	200796240064_L.Detection Pval
BIOTIN	5090180	22074,65	0,00	22765,35	0,00	22441,05	0,00	25438,14	0,00	29640,47	0,00	30393,36	0,00	27284,47	0,00	32136,76	0,00	23989,29	0,00	19480,89	0,00	26259,56	0,00	22757,06	0,00	26308,73	0,00	27130,62	0,00	27286,26	0,00	30962,89	0,00	25771,73	0,00	29488,05	0,00	29910,96	0,00	29560,69	0,00	30436,51	0,00	25455,16	0,00	26605	0,00	26921,65	0,00
BIOTIN	6510136	20418,32	0,00	18206,5	0,00	19939,11	0,00	21434,17	0,00	25007,77	0,00	22093,02	0,00	24832,13	0,00	25353,23	0,00	22089,51	0,00	15940,23	0,00	22269,68	0,00	22391,56	0,00	20783,56	0,00	22604,2	0,00	24731,79	0,00	25938,65	0,00	24341,14	0,00	26283,68	0,00	26090,29	0,00	22593,7	0,00	26181,19	0,00	20679,85	0,00	22659,41	0,00	22657,43	0,00
CY3_HYB	1110170	25894,91	0,00	25872,61	0,00	28538,63	0,00	29022,55	0,00	26709,13	0,00	32400,88	0,00	32552,66	0,00	33119	0,00	30940,09	0,00	27856,64	0,00	31549,82	0,00	27461,28	0,00	29835,95	0,00	27361,66	0,00	32184,45	0,00	32001,88	0,00	31971,29	0,00	35407,92	0,00	34827	0,00	31774,73	0,00	34034,11	0,00	28268,57	0,00	31169,31	0,00	30170,06	0,00
CY3_HYB	1450438	743,6609	0,00	765,8757	0,00	799,1054	0,00	736,5724	0,00	805,4297	0,00	751,9176	0,00	843,6118	0,00	883,5298	0,00	810,215	0,00	725,7073	0,00	805,1631	0,00	794,1055	0,00	785,2349	0,00	844,722	0,00	845,216	0,00	877,0398	0,00	815,0784	0,00	807,7584	0,00	856,6823	0,00	761,1341	0,00	858,3337	0,00	771,9305	0,00	772,3789	0,00	749,7498	0,00
CY3_HYB	2510500	7596,211	0,00	8215,456	0,00	7489,468	0,00	8103,984	0,00	8840,534	0,00	8400,685	0,00	8169,937	0,00	8553,399	0,00	8052,169	0,00	7787,697	0,00	8539,493	0,00	8099,589	0,00	7819,897	0,00	7738,652	0,00	8024,221	0,00	9032,945	0,00	7911,155	0,00	8440,813	0,00	7858,419	0,00	7815,713	0,00	8414,08	0,00	7637,978	0,00	7386,311	0,00	7348,064	0,00
CY3_HYB	4010327	30800,02	0,00	31701,39	0,00	33337,65	0,00	34601,09	0,00	35207,09	0,00	37699,66	0,00	38753,25	0,00	40315,68	0,00	34587,14	0,00	27224,22	0,00	34931,95	0,00	33716,04	0,00	38892,09	0,00	36956,32	0,00	40214,5	0,00	44867,02	0,00	35019,23	0,00	44943,55	0,00	40277,33	0,00	40519,87	0,00	42142,6	0,00	36237,7	0,00	39502,88	0,00	35246,95	0,00
CY3_HYB	4610291	6605,816	0,00	7034,566	0,00	6523,539	0,00	7087,549	0,00	7181,02	0,00	7007,866	0,00	7369,733	0,00	7505,156	0,00	7481,65	0,00	8242,794	0,00	7771,646	0,00	7262,971	0,00	6052,923	0,00	6886,365	0,00	6765,362	0,00	7592,882	0,00	6563,997	0,00	8021,886	0,00	7158,743	0,00	6522,865	0,00	7635,7	0,00	6445,992	0,00	7833,096	0,00	6426,17	0,00
CY3_HYB	7560739	704,9822	0,00	621,7685	0,00	774,2706	0,00	729,136	0,00	771,0417	0,00	806,0216	0,00	800,3452	0,00	826,5101	0,00	808,3538	0,00	717,7926	0,00	802,8065	0,00	788,7502	0,00	729,1907	0,00	748,9235	0,00	685,1027	0,00	799,2264	0,00	712,2764	0,00	783,2206	0,00	773,3699	0,00	710,0863	0,00	744,9169	0,00	738,8832	0,00	730,7281	0,00	797,5018	0,00
ERCC-00002	430220	100,5354	0,8233766	96,47583	0,9103896	103,0942	0,9116883	97,87002	0,8844156	99,19005	0,9597403	93,24261	0,9974026	99,68443	0,9558442	98,96985	0,9766234	100,4031	0,9805195	97,65725	0,912987	108,8012	0,7051948	107,4159	0,4584416	96,94116	0,9207792	104,3731	0,7909091	99,20109	0,9376624	114,827	0,6090909	104,424	0,8376623	102,0263	0,9961039	101,64	0,9545454	96,49144	0,9181818	115,0853	0,7584416	99,10246	0,8844156	107,9657	0,5051948	97,41389	0,951948
ERCC-00003	6370471	93,59646	0,9688312	102,6277	0,712987	105,2103	0,8662338	99,62814	0,8376623	100,1639	0,9493507	110,4451	0,6688312	109,734	0,6987013	111,9504	0,6415585	104,6075	0,8961039	107,1469	0,5415584	108,3169	0,7272727	98,84542	0,8714285	100,3062	0,8116883	98,31747	0,9376624	101,702	0,8753247	119,5983	0,4038961	100,44	0,9428571	122,676	0,425974	112,4713	0,6441559	97,36382	0,9012987	112,1225	0,8714285	105,0429	0,687013	110,4053	0,3961039	99,19501	0,9350649
ERCC-00004	6940240	91,58619	0,987013	96,29816	0,9142857	105,5121	0,8571429	92,0186	0,9883117	109,1277	0,7558442	110,1117	0,6818182	105,7249	0,8324676	101,4109	0,9415584	106,0821	0,8597403	100,0864	0,8350649	106,2795	0,8051948	94,84502	0,9584416	98,32927	0,8792208	95,79212	0,9753247	110,8566	0,4974026	104,1382	0,9506493	109,862	0,6402597	112,8961	0,8103896	115,9478	0,4883117	96,12803	0,9285714	110,0306	0,925974	93,17401	0,9831169	94,72911	0,9714286	102,518	0,8402597
ERCC-00009	60372	100,0574	0,8363636	94,68257	0,9480519	106,9781	0,8064935	101,262	0,7883117	102,1919	0,9233766	99,47543	0,9558442	106,89	0,7896104	98,09444	0,9857143	112,9234	0,5896104	103,4292	0,7181818	100,4374	0,9571428	96,92719	0,9246753	102,6261	0,7337663	101,9631	0,8688312	103,65	0,8142857	103,2936	0,9571428	100,192	0,9506493	108,8081	0,9220779	104,6719	0,9116883	106,9651	0,4935065	116,6743	0,7064935	94,23488	0,9753247	92,375	0,9935065	99,85168	0,9220779
ERCC-00012	3870280	92,24067	0,9844156	91,42419	0,9883117	105,9166	0,8389611	96,35483	0,9324675	92,92847	0,9961039	97,79758	0,9766234	106,8616	0,7896104	94,60787	0,9974026	111,1228	0,6545454	98,72755	0,8818182	99,45471	0,9766234	99,02518	0,861039	98,65222	0,874026	103,419	0,8168831	101,0132	0,8935065	99,52943	0,9844156	104,9808	0,8207792	104,1569	0,9857143	108,1754	0,8155844	90,70568	0,9883117	119,0207	0,5909091	107,3021	0,5662338	107,3101	0,5324675	99,99921	0,9194805
ERCC-00013	1010100	91,57597	0,987013	96,81438	0,9012987	110,7522	0,674026	98,68607	0,8714285	104,5475	0,8805195	107,034	0,7909091	109,5004	0,7051948	109,7729	0,7155844	111,0568	0,6584415	105,7325	0,6090909	98,10188	0,9818182	101,9931	0,7506493	101,3019	0,7753247	96,37147	0,9727273	97,13726	0,9701298	107,8997	0,8714285	106,1353	0,7883117	113,2874	0,7987013	109,2373	0,7792208	100,0683	0,8285714	115,8695	0,738961	98,72615	0,8961039	105,2857	0,635065	106,3544	0,7077922
ERCC-00014	2970682	94,79236	0,9584416	99,04066	0,8350649	119,203	0,3324675	111,9929	0,3142857	107,9056	0,7831169	112,4694	0,5792208	119,7761	0,2922078	105,3568	0,8571429	105,9374	0,8636364	104,2379	0,6662338	109,9911	0,6623377	100,6176	0,8025974	111,5604	0,2896104	95,82041	0,9753247	109,2532	0,5714286	105,4208	0,9324675	108,1913	0,7090909	114,1043	0,7766234	108,0656	0,8168831	104,584	0,5974026	118,5255	0,6207792	99,55013	0,874026	94,03266	0,9753247	101,894	0,8662338
ERCC-00016	1450040	104,8391	0,6675324	103,907	0,6623377	110,1953	0,6922078	101,7072	0,7727273	111,5422	0,6753247	110,1147	0,6818182	116,1816	0,4428571	103,728	0,8922078	114,3867	0,5246753	110,8569	0,3662338	108,3498	0,7272727	108,0331	0,4324675	102,2659	0,7441558	112,2537	0,4597403	103,9818	0,8012987	120,4548	0,3701299	112,9892	0,4792208	121,9027	0,4610389	116,1536	0,4779221	101,1286	0,7714286	118,0715	0,6441559	112,0772	0,3402597	115,5324	0,2220779	103,0959	0,8168831
ERCC-00017	5130189	101,4524	0,7883117	96,73587	0,9064935	107,8709	0,7818182	101,973	0,7636364	109,8581	0,7363636	107,748	0,7688312	101,8435	0,9220779	97,2525	0,9922078	104,7667	0,8935065	94,21597	0,9766234	99,95004	0,9701298	94,67216	0,9623377	101,0088	0,7831169	102,1204	0,864935	98,49889	0,9467533	102,4901	0,9636363	112,1488	0,5168831	133,023	0,1	102,6445	0,9454545	95,25758	0,938961	107,8602	0,9558442	99,89986	0,864935	92,61906	0,9922078	106,2407	0,7116883
ERCC-00019	4880307	100,1363	0,8337662	98,5246	0,8506494	109,6413	0,7194805	104,031	0,6831169	103,3834	0,8987013	98,8945	0,9584416	95,75214	0,9844156	105,1043	0,8623376	106,8222	0,8376623	104,0476	0,6792208	106,7693	0,8	93,60232	0,9727273	99,48549	0,8415585	107,2519	0,7	100,4453	0,9038961	113,2496	0,674026	103,0698	0,8831169	110,3936	0,8857143	107,7569	0,8246753	108,0467	0,4532467	103,4672	0,9857143	104,3954	0,7064935	97,96649	0,9233766	108,7581	0,6077922
ERCC-00022	1070725	103,4369	0,7103896	100,5586	0,7792208	101,0264	0,9428571	98,87147	0,8662338	106,1807	0,8337662	107,6366	0,7714286	98,59593	0,9688312	101,3337	0,9428571	102,0776	0,9532468	95,27074	0,9623377	103,4633	0,8961039	98,77287	0,8753247	90,07137	0,9961039	96,4918	0,9714286	100,6406	0,9	103,3931	0,9558442	105,1921	0,812987	104,6294	0,9792208	105,3474	0,8987013	97,61107	0,8974026	109,8355	0,9272727	106,3404	0,6077922	102,9315	0,7324675	104,9268	0,761039
ERCC-00024	6940193	93,62964	0,9688312	90,908	0,9896104	100,2437	0,951948	97,69041	0,8909091	106,4188	0,8272727	98,55937	0,9623377	105,5879	0,8363636	98,50175	0,9805195	101,0865	0,9753247	103,2086	0,7298701	97,96375	0,9831169	101,0207	0,7857143	99,28063	0,8467532	98,56616	0,9376624	93,98782	0,9922078	99,47858	0,9844156	101,8693	0,9207792	97,85598	1	102,0986	0,951948	91,96859	0,9714286	109,3951	0,9363636	91,18108	0,9948052	87,73306	1	100,3031	0,9103896
ERCC-00025	4120470	94,85994	0,9571428	92,26206	0,9831169	97,93916	0,9779221	93,03658	0,9818182	105,5288	0,8558441	103,0174	0,8896104	99,955	0,9532468	89,60814	1	93,35316	1	98,59476	0,8844156	94,79639	0,9935065	103,2745	0,6818182	97,07189	0,9181818	109,2945	0,5805195	101,7262	0,874026	109,5478	0,8038961	96,53603	0,9883117	103,0056	0,9935065	110,5306	0,7142857	87,62317	0,9948052	100,8061	0,9987013	100,0987	0,8584415	101,1257	0,8142857	105,4531	0,7454545
ERCC-00028	780445	117,4235	0,1662338	102,6393	0,712987	108,5069	0,7636364	99,65424	0,8376623	110,6585	0,7103896	116,096	0,448052	121,5979	0,2298701	119,9802	0,3363636	105,6363	0,8779221	99,43781	0,8558441	105,1749	0,8441558	102,0549	0,7493507	102,9459	0,7155844	117,0238	0,2818182	104,0368	0,8	107,4835	0,8805195	115,9014	0,3519481	117,3136	0,635065	120,5326	0,3090909	107,9555	0,4545455	120,6632	0,5194805	100,8873	0,8311688	102,3057	0,761039	108,1016	0,6363636
ERCC-00031	1300039	92,57067	0,9779221	93,61157	0,9714286	106,1674	0,8350649	93,40629	0,9779221	100,3804	0,9480519	98,23843	0,9675325	97,14889	0,9779221	107,6002	0,8038961	105,7742	0,8688312	100,7901	0,8207792	104,7747	0,851948	98,24575	0,8896104	92,1291	0,9883117	99,20199	0,9272727	105,579	0,7454545	102,3392	0,9662338	99,67583	0,9584416	105,299	0,9701298	104,636	0,912987	98,83463	0,8597403	108,2682	0,951948	101,5714	0,8142857	100,752	0,825974	109,0022	0,5909091
ERCC-00033	4560477	103,9731	0,6935065	94,20806	0,9571428	98,74494	0,9688312	93,76325	0,9779221	104,9658	0,8727273	99,98273	0,951948	109,5315	0,7051948	98,92885	0,9766234	103,405	0,9285714	102,473	0,7506493	97,78485	0,9844156	100,6795	0,8025974	92,5157	0,9883117	94,15326	0,9896104	100,0086	0,9194805	105,2526	0,9376624	103,066	0,8831169	110,1683	0,8935065	102,6354	0,9454545	100,2273	0,8194805	111,6804	0,8805195	94,58888	0,9727273	103,5135	0,7090909	105,7586	0,7298701
ERCC-00034	5260497	100,4533	0,825974	100,5441	0,7805195	114,9655	0,5012987	95,05624	0,9584416	108,7798	0,7649351	104,7289	0,8558441	106,519	0,7987013	112,3465	0,6233766	109,7634	0,7246753	102,3342	0,7623377	110,9064	0,625974	96,8093	0,9272727	100,5026	0,8051948	103,5657	0,8155844	105,923	0,7285714	111,1389	0,7545455	114,0046	0,4454545	110,8041	0,8779221	104,0883	0,9181818	96,6651	0,9155844	115,0228	0,761039	96,11177	0,9597403	109,6199	0,4337662	103,2174	0,8116883
ERCC-00035	2030731	103,82	0,6974026	102,5061	0,7168831	106,8399	0,812987	102,7233	0,725974	105,8819	0,8454546	105,9155	0,825974	125,618	0,1402597	102,0159	0,9285714	107,54	0,8038961	111,7579	0,325974	104,2475	0,8727273	118,0574	0,1103896	109,9236	0,3688312	107,5109	0,6883117	108,9052	0,5844156	106,8232	0,8974026	109,491	0,6558442	117,9697	0,6025974	119,0887	0,3545454	106,2487	0,5233766	119,1949	0,5831169	102,8308	0,7597402	108,087	0,5012987	99,78378	0,9233766
ERCC-00039	6040278	95,51113	0,9480519	101,7097	0,7454545	107,622	0,787013	94,76743	0,9623377	106,597	0,8207792	94,24437	0,9961039	104,8117	0,861039	105,4261	0,8532467	109,172	0,7467533	99,51867	0,8532467	102,8446	0,9116883	94,47504	0,9636363	93,48135	0,9792208	108,2665	0,6376624	101,1092	0,8909091	106,5373	0,9012987	96,89086	0,987013	115,6189	0,7194805	107,3835	0,8337662	97,36965	0,9012987	109,4256	0,9363636	98,3366	0,9038961	99,94707	0,8571429	94,95989	0,9883117
ERCC-00040	6350025	97,34038	0,8987013	98,1562	0,8584415	106,9043	0,8090909	98,74702	0,8675325	110,2725	0,7246753	110,8427	0,6571429	120,0015	0,2857143	109,3582	0,725974	124,0375	0,1714286	115,7441	0,1753247	111,9552	0,5714286	111,3262	0,2935065	103,4109	0,6987013	120,0636	0,1818182	102,266	0,861039	121,0055	0,3454545	113,03	0,4792208	122,083	0,451948	106,878	0,8467532	115,012	0,1727273	119,7323	0,5558441	105,2398	0,6805195	104,9196	0,6545454	104,8831	0,7623377
ERCC-00041	2320315	102,2047	0,7688312	99,84832	0,8064935	110,823	0,6714286	95,79359	0,9454545	101,9986	0,925974	106,2974	0,812987	103,5294	0,8896104	95,85991	0,9948052	106,6637	0,8415585	107,4874	0,5233766	108,2003	0,7324675	94,96465	0,9558442	100,8711	0,7896104	101,4341	0,8883117	112,2306	0,4285714	107,9154	0,8701299	110,4986	0,6090909	117,1771	0,6428571	111,2994	0,6844156	102,7931	0,6857143	107,9301	0,9558442	107,0745	0,574026	93,68403	0,9779221	103,562	0,8025974
ERCC-00042	7570685	91,52242	0,987013	107,1271	0,525974	107,6284	0,787013	93,70665	0,9779221	107,5406	0,7896104	107,6406	0,7714286	105,3007	0,8415585	110,5314	0,6922078	104,4883	0,9012987	109,4216	0,4233766	100,9038	0,9441559	101,336	0,7766234	98,47227	0,8766234	101,3215	0,8935065	98,13066	0,9545454	109,6782	0,7987013	108,9672	0,6714286	109,6335	0,9012987	114,0853	0,5714286	86,45947	0,9987013	109,9581	0,925974	96,02544	0,9597403	97,12855	0,9350649	105,2269	0,7532467
ERCC-00043	2320427	91,61107	0,987013	92,77949	0,9779221	102,9298	0,9155844	94,19183	0,9714286	99,75134	0,951948	94,85436	0,9948052	105,3815	0,8389611	108,6048	0,7519481	106,2489	0,8545455	101,9189	0,774026	100,3144	0,9623377	95,12778	0,9545454	95,48958	0,9558442	110,8359	0,5155844	104,8618	0,774026	99,2048	0,987013	101,384	0,9246753	112,6193	0,8181818	105,0254	0,9064935	89,38543	0,9922078	103,7265	0,9857143	102,64	0,7714286	93,96008	0,9766234	94,40572	0,9922078
ERCC-00044	4730551	100,1121	0,8363636	92,38592	0,9818182	102,173	0,9246753	103,147	0,712987	116,4188	0,4675325	105,0066	0,8506494	103,8145	0,8883117	118,9716	0,3792208	108,633	0,7649351	104,4771	0,6545454	103,2308	0,9025974	103,6365	0,6649351	100,7866	0,7948052	101,1399	0,9	113,1201	0,3909091	111,0602	0,7545455	101,9797	0,9142857	101,7574	0,9987013	113,707	0,587013	104,0782	0,6207792	106,5976	0,9610389	99,56551	0,8727273	99,69354	0,8636364	101,3246	0,8831169
ERCC-00046	1980008	103,4486	0,7103896	93,92303	0,9623377	110,1612	0,6935065	92,95013	0,9818182	95,79287	0,9909091	100,9911	0,938961	102,4314	0,9103896	100,8113	0,9506493	100,0998	0,9818182	106,3752	0,5766234	99,62346	0,9753247	91,036	0,9935065	93,22602	0,9818182	99,90433	0,9181818	94,98104	0,9896104	105,5783	0,925974	103,4491	0,8662338	110,9845	0,8688312	97,14358	0,9909091	94,85081	0,9428571	116,5063	0,7194805	99,01597	0,8857143	99,2542	0,8779221	111,3494	0,4961039
ERCC-00048	1990497	93,85088	0,9662338	98,4985	0,8506494	104,6572	0,8805195	98,62037	0,8714285	112,2407	0,6467533	123,1435	0,2142857	101,2355	0,9363636	108,2276	0,7675325	100,3932	0,9805195	102,2424	0,7636364	108,2772	0,7285714	101,679	0,7649351	100,5288	0,8025974	106,2852	0,7272727	102,5707	0,8506494	114,6671	0,6142857	110,3565	0,6194805	113,8295	0,7857143	108,8668	0,7935065	97,24672	0,9051948	109,1765	0,9363636	95,88953	0,9623377	100,0967	0,8506494	101,8145	0,8701299
ERCC-00051	290369	104,082	0,6922078	112,9574	0,2805195	117,9516	0,3818182	104,0774	0,6792208	126,3069	0,1558442	99,79776	0,9532468	126,4713	0,125974	129,5714	0,1064935	112,6288	0,5987013	111,9289	0,3181818	116,5455	0,3662338	120,4247	0,07792208	107,9024	0,4766234	117,1255	0,2766234	107,5039	0,6545454	132,033	0,09350649	110,9706	0,587013	116,024	0,7038961	120,279	0,3181818	104,9265	0,587013	122,3415	0,451948	110,5569	0,4051948	118,0326	0,1402597	113,4593	0,3922078
ERCC-00053	5260356	99,7115	0,8506494	93,65366	0,9688312	107,2903	0,7974026	99,3972	0,8493506	106,2431	0,8311688	96,98167	0,9831169	102,5272	0,9077922	116,8588	0,4584416	105,3537	0,8844156	104,0284	0,6844156	106,6421	0,8012987	102,7692	0,7051948	98,06796	0,8896104	111,1675	0,5038961	105,1282	0,7675325	117,801	0,474026	104,8359	0,8272727	123,8692	0,3753247	109,9694	0,7415584	100,0019	0,8298701	122,004	0,4636364	100,7686	0,8337662	105,3058	0,635065	102,9645	0,8220779
ERCC-00054	1820215	95,71922	0,9428571	98,78015	0,8402597	98,44092	0,974026	100,0049	0,8311688	95,62493	0,9909091	102,4106	0,9064935	96,47051	0,9805195	105,1673	0,8623376	111,0797	0,6571429	99,84068	0,8441558	104,9215	0,8493506	99,14864	0,8571429	95,40541	0,9558442	103,9371	0,8064935	111,2296	0,4805195	97,22133	0,9948052	104,0435	0,8532467	114,0497	0,7792208	99,59247	0,9792208	106,0922	0,5311688	109,7042	0,9285714	97,56615	0,9285714	102,9838	0,7311688	108,2082	0,6337662
ERCC-00057	70278	99,62612	0,8545455	101,0901	0,7662337	100,8047	0,9467533	98,80912	0,8675325	114,5768	0,5467532	103,9905	0,8727273	98,83955	0,9662338	97,19995	0,9935065	101,3982	0,9688312	103,7645	0,6987013	106,8104	0,8	101,3852	0,7766234	99,48572	0,8415585	105,5276	0,7571428	107,684	0,6532468	109,7333	0,7987013	102,1039	0,912987	110,231	0,8922078	104,5254	0,9142857	93,80276	0,9532468	108,5123	0,9493507	103,0113	0,7519481	98,32287	0,9051948	101,7692	0,8701299
ERCC-00058	5570400	104,9833	0,6558442	109,7654	0,4233766	113,6772	0,5558441	108,4198	0,4597403	110,3708	0,7155844	122,5279	0,2324675	118,7781	0,3272727	116,4596	0,474026	128,047	0,0987013	108,0268	0,5064935	117,2304	0,3337662	109,3105	0,3701299	117,9705	0,1155844	105,002	0,7714286	116,0367	0,2701299	113,7672	0,651948	112,3013	0,5090909	135,5698	0,07142857	125,1659	0,1714286	106,0639	0,5324675	128,1678	0,2363636	105,0156	0,687013	119,0311	0,1181818	112,4095	0,4415585
ERCC-00059	5360059	96,70023	0,9207792	95,13559	0,9350649	109,0544	0,7402598	103,4559	0,7038961	105,4316	0,8584415	109,7389	0,7025974	100,4843	0,9480519	108,6724	0,7467533	105,7139	0,8727273	99,07952	0,8714285	114,6629	0,4402598	105,7531	0,5428572	101,5501	0,7701299	109,5048	0,5753247	97,60216	0,9649351	111,1307	0,7545455	94,05779	0,9948052	112,8703	0,812987	111,1557	0,6909091	93,02309	0,9571428	110,9472	0,9	99,25565	0,8831169	106,9171	0,5519481	107,3764	0,6701299
ERCC-00060	450059	99,94593	0,8389611	94,73003	0,9467533	112,4189	0,5961039	99,28162	0,8506494	128,4352	0,1194805	112,0109	0,6077922	109,162	0,7181818	116,4176	0,4766234	111,6014	0,6376624	115,4926	0,1922078	108,7365	0,7090909	107,1046	0,4766234	104,4927	0,6454545	107,1053	0,7038961	109,4864	0,5597402	123,5836	0,2649351	118,3367	0,2467532	119,1516	0,5571429	115,5302	0,5103896	101,5915	0,7506493	124,231	0,3662338	114,8662	0,2337662	101,1779	0,8142857	101,7031	0,8714285
ERCC-00061	2370458	97,81598	0,8896104	92,7729	0,9779221	98,07351	0,9779221	114,6487	0,2168831	103,1471	0,9038961	110,9706	0,6532468	95,21593	0,9883117	102,7676	0,9155844	100,1767	0,9818182	100,5436	0,825974	104,9352	0,848052	104,4997	0,6207792	97,12595	0,9168831	110,0183	0,5545455	97,09129	0,9701298	114,4618	0,6207792	117,2204	0,2792208	123,9983	0,3662338	106,7888	0,848052	94,28924	0,9480519	107,2539	0,9610389	96,31708	0,9558442	90,75465	0,9961039	101,1405	0,8883117
ERCC-00062	6760035	99,71173	0,8506494	99,07127	0,8324676	102,3289	0,9220779	101,7389	0,7714286	112,1805	0,6493506	105,508	0,8363636	101,7788	0,9220779	102,6847	0,9168831	103,4775	0,9285714	98,4504	0,887013	104,9331	0,848052	98,7042	0,8753247	102,6169	0,7337663	103,028	0,8311688	107,9641	0,6363636	96,89468	0,9961039	111,9626	0,5298702	105,4202	0,9688312	110,689	0,7077922	96,25211	0,9246753	108,4925	0,9493507	105,7447	0,6532468	103,2259	0,7207792	106,1157	0,7194805
ERCC-00067	5890475	98,93416	0,8662338	101,6404	0,7454545	95,64361	0,9922078	100,7636	0,8051948	115,6652	0,5038961	104,4302	0,8636364	113,6599	0,5311688	114,1304	0,5701299	114,7962	0,512987	112,3374	0,3	104,8327	0,8506494	101,2037	0,7818182	98,43324	0,8779221	105,1063	0,7649351	96,95342	0,9714286	104,0052	0,951948	101,4108	0,9246753	113,9123	0,7818182	114,1687	0,5636364	93,12062	0,9571428	114,7907	0,7727273	109,5944	0,4506494	99,08706	0,8818182	94,86266	0,9896104
ERCC-00069	2970424	98,1741	0,8857143	93,88255	0,9623377	103,5365	0,8974026	90,31847	0,9974026	103,951	0,8896104	103,4367	0,8818182	101,9054	0,9194805	110,4345	0,6948052	111,8292	0,6311688	99,20616	0,8688312	98,62984	0,9818182	99,99503	0,8285714	99,31746	0,8467532	107,7537	0,6688312	96,74872	0,9727273	109,0632	0,8220779	110,3157	0,6194805	116,2173	0,6922078	101,0007	0,9662338	97,71154	0,8935065	106,2575	0,9636363	94,60201	0,9727273	94,90044	0,9701298	98,16924	0,9454545
ERCC-00071	4230037	103,5704	0,7064935	95,72937	0,9233766	107,1082	0,8025974	103,952	0,687013	109,3657	0,7480519	102,3922	0,9077922	109,038	0,7220779	101,6788	0,9350649	112,9701	0,5896104	102,8548	0,7428572	109,2836	0,6922078	102,7576	0,7051948	104,1531	0,6597403	103,6917	0,8142857	102,6449	0,8467532	114,8686	0,6077922	101,7228	0,9233766	124,7364	0,3350649	112,073	0,6545454	99,10621	0,8558441	111,6544	0,8818182	106,1501	0,6233766	102,3901	0,7558442	100,1028	0,9142857
ERCC-00073	7330465	96,97108	0,9077922	104,8476	0,6285715	101,2634	0,938961	91,30331	0,9909091	110,0117	0,7350649	107,8172	0,7662337	112,0585	0,6	104,4737	0,8779221	104,4709	0,9012987	107,2359	0,5376623	106,9484	0,7909091	107,4113	0,4584416	101,3644	0,7727273	104,0106	0,8038961	124,2093	0,09220779	117,8903	0,4714286	107,8479	0,7285714	114,0887	0,7779221	118,0498	0,3987013	100,4361	0,8116883	106,2454	0,9636363	101,9343	0,8051948	102,1113	0,7688312	110,1343	0,548052
ERCC-00074	3710431	96,30952	0,9311689	97,22426	0,8883117	106,4624	0,8246753	93,62885	0,9779221	111,7621	0,6662338	106,2274	0,8155844	101,0392	0,9402598	110,7026	0,6844156	111,872	0,6272727	98,29218	0,8896104	108,4828	0,7220779	106,2727	0,5207792	92,05254	0,9883117	106,156	0,7311688	107,4294	0,6584415	110,9429	0,7571428	111,3832	0,5649351	104,3071	0,9805195	104,3704	0,9142857	105,5015	0,5571429	110,8691	0,9051948	96,72133	0,9454545	110,1589	0,4090909	104,3452	0,7844156
ERCC-00075	70477	88,13865	0,9961039	87,71987	0,9987013	90,04823	0,9987013	97,17464	0,9103896	102,7348	0,9168831	97,87981	0,9753247	105,2274	0,8441558	95,76834	0,9961039	102,8741	0,9428571	102,7715	0,7454545	103,6856	0,8909091	93,49819	0,9727273	100,2232	0,8142857	110,6338	0,525974	103,8009	0,8077922	109,4206	0,8103896	103,1785	0,8727273	112,0184	0,8376623	105,786	0,8805195	102,4184	0,7038961	104,2482	0,9831169	99,52111	0,874026	99,21384	0,8792208	104,6527	0,7727273
ERCC-00076	2320487	94,13515	0,9649351	98,49678	0,8506494	100,9566	0,9428571	102,3066	0,7467533	112,7839	0,6337662	103,0896	0,887013	114,3919	0,5064935	108,7934	0,7441558	102,7812	0,9428571	102,5712	0,7493507	110,062	0,6623377	99,4856	0,848052	104,0127	0,6688312	105,6632	0,7506493	97,91726	0,9584416	112,1071	0,7194805	108,0541	0,7142857	113,5874	0,7922078	103,7735	0,9246753	95,29654	0,938961	111,1474	0,8948052	104,092	0,712987	93,5504	0,9792208	111,2284	0,4974026
